mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2010-01-04,journalsactaEngelfrietLM09,Joost Engelfriet|Eric Lilin|Andreas Maletti,,Extended multi bottom-up tree transducers.,561-590,2009,46,Acta Inf.,8,db/journals/acta/acta46.html#EngelfrietLM09,http://dx.doi.org/10.1007/s00236-009-0105-8,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaBlikle81,Andrzej Blikle,,The Clean Termination of Iterative Programs.,199-217,1981,16,Acta Inf.,,db/journals/acta/acta16.html#Blikle81,http://dx.doi.org/10.1007/BF00261259,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaKroger80,ger,,Infinite Proof Rules for Loops.,371-389,1980,14,Acta Inf.,,db/journals/acta/acta14.html#Kroger80,http://dx.doi.org/10.1007/BF00286493,,,,,,,,,,,,journalsactaSaxena96
2003-11-25,journalsactaEsikB98,sik|Michael Bertol,,Nonfinite Axiomatizability of the Equational Theory of Shuffle.,505-539,1998,35,Acta Inf.,6,db/journals/acta/acta35.html#EsikB98,http://link.springer.de/link/service/journals/00236/bibs/8035006/80350505.htm,,,,,,,,,,,,journalsactaHonkala11
2003-11-25,journalsactaSteeP01,Rob van Stee|é,,Running a job on a collection of partly available machines| with on-line restarts.,727-742,2001,37,Acta Inf.,10,db/journals/acta/acta37.html#SteeP01,http://link.springer.de/link/service/journals/00236/bibs/1037010/10370727.htm,,,,,,,,,,,,journalsactaHesselink13
2015-01-08,journalsactaMorganG89,Carroll Morgan|Paul H. B. Gardiner,,Data Refinement by Calculation.,481-503,1990,27,Acta Inf.,6,db/journals/acta/acta27.html#MorganG89,http://dx.doi.org/10.1007/BF00277386,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaSingh93,Ambuj K. Singh,,Program Refinement in Fair Transition Systems.,503-535,1993,30,Acta Inf.,6,db/journals/acta/acta30.html#Singh93,http://dx.doi.org/10.1007/BF01209623,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaCaspiH86,Paul Caspi|Nicolas Halbwachs,,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,595-627,1986,22,Acta Inf.,6,db/journals/acta/acta22.html#CaspiH86,http://dx.doi.org/10.1007/BF00263648,,,,,,,,,,,,journalsactaKhomenkoKKV06
2003-11-25,journalsactaBestFHKP98,Eike Best|Wojciech Fraczak|Richard P. Hopkins|Hanna Klaudel|Elisabeth Pelz,,M-Nets: An Algebra of High-Level Petri Nets| with an Application to the Semantics of Concurrent Programming Languages.,813-857,1998,35,Acta Inf.,10,db/journals/acta/acta35.html#BestFHKP98,http://link.springer.de/link/service/journals/00236/bibs/8035010/80350813.htm,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaYang95,Wuu Yang,,On the Look-Ahead Problem in Lexical Analysis.,459-476,1995,32,Acta Inf.,5,db/journals/acta/acta32.html#Yang95,http://dx.doi.org/10.1007/BF01213079,,,,,,,,,,,,journalsactaHonkala11
2009-09-28,journalsactaKlonowskaLL09,Kamilla Klonowska|Lars Lundberg|kan Lennerstad,,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,285-295,2009,46,Acta Inf.,4,db/journals/acta/acta46.html#KlonowskaLL09,http://dx.doi.org/10.1007/s00236-009-0096-5,,,,,,,,,,,,journalsactaSimon83
2011-01-11,journalsactaRosenberg78,Arnold L. Rosenberg,,Data Encodings and Their Costs.,273-292,1978,9,Acta Inf.,,db/journals/acta/acta9.html#Rosenberg78,http://dx.doi.org/10.1007/BF00288886,,,,,,,,,,,,journalsactaSimon83
2011-01-11,journalsactaGalil76,Zvi Galil,,Hierarchies of Complete Problems.,77-88,1976,6,Acta Inf.,,db/journals/acta/acta6.html#Galil76,http://dx.doi.org/10.1007/BF00263744,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaClaus71,Volker Claus,,r Programme und Schaltkreise.,64-78,1971,1,Acta Inf.,,db/journals/acta/acta1.html#Claus71,http://dx.doi.org/10.1007/BF00264292,,,,,,,,,,,,journalsactaHonkala11
2013-07-19,journalsactaKobayashi05,Naoki Kobayashi 0001,,Type-based information flow analysis for the pi-calculus.,291-347,2005,42,Acta Inf.,4-5,db/journals/acta/acta42.html#Kobayashi05,http://dx.doi.org/10.1007/s00236-005-0179-x,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaBerstel74,Jean Berstel,,Sur une Conjecture de S. Greibach.,293-295,1974,3,Acta Inf.,,db/journals/acta/acta3.html#Berstel74,http://dx.doi.org/10.1007/BF00288640,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-01-11,journalsactaBartschB78,B. Bartsch|Gunter Bolch,,A Conservation Law for G/G/m Queueing Systems.,105-109,1978,10,Acta Inf.,,db/journals/acta/acta10.html#BartschB78,http://dx.doi.org/10.1007/BF00260928,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaGalil80,Zvi Galil,,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,53-58,1980,13,Acta Inf.,,db/journals/acta/acta13.html#Galil80,http://dx.doi.org/10.1007/BF00288535,,,,,,,,,,,,journalsactaSaxena96
2003-11-25,journalsactaEngelfrietV97,Joost Engelfriet|Jan Joris Vereijken,,Context-Free Graph Grammars and Concatenation of Graphs.,773-803,1997,34,Acta Inf.,10,db/journals/acta/acta34.html#EngelfrietV97,http://link.springer.de/link/service/journals/00236/bibs/7034010/70340773.htm,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaHikita79,Teruo Hikita,,On a Class of Recursive Procedures and Equivalent Iterative Ones.,305-320,1979,12,Acta Inf.,,db/journals/acta/acta12.html#Hikita79,http://dx.doi.org/10.1007/BF00268318,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaBreitbartR74,Yuri Breitbart|Allen Reiter,,Algorithms for Fast Evaluation of Boolean Expressions.,107-116,1975,4,Acta Inf.,,db/journals/acta/acta4.html#BreitbartR74,http://dx.doi.org/10.1007/BF00288743,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaHansen72,Per Brinch Hansen,,A Comparison of Two Synchronizing Concepts.,190-199,1972,1,Acta Inf.,,db/journals/acta/acta1.html#Hansen72,http://dx.doi.org/10.1007/BF00288684,,,,,,,,,,,,journalsactaBozapalidisFR12
2008-06-12,journalsactaSchmidt00,Karsten Schmidt 0004,,How to Calculate Symmetries of Petri Nets.,545-590,2000,36,Acta Inf.,7,db/journals/acta/acta36.html#Schmidt00,http://link.springer.de/link/service/journals/00236/bibs/0036007/00360545.htm,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaNielsenRSS74a,Mogens Nielsen|Grzegorz Rozenberg|Arto Salomaa|Sven Skyum,,Nonterminals| Homomorphisms and Codings in Different Variations of OL-Systems.  I. Deterministic Systems.,87-106,1974,4,Acta Inf.,,db/journals/acta/acta4.html#NielsenRSS74a,http://dx.doi.org/10.1007/BF00288938,,,,,,,,,,,,journalsactaBlum82
2006-05-10,journalsactaBozapalidisK06,Symeon Bozapalidis|Antonios Kalampakas,,Recognizability of graph and pattern languages.,553-581,2006,42,Acta Inf.,8-9,db/journals/acta/acta42.html#BozapalidisK06,http://dx.doi.org/10.1007/s00236-006-0006-z,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaDeselR96,rg Desel|Wolfgang Reisig,,The Synthesis Problem of Petri Nets.,297-315,1996,33,Acta Inf.,4,db/journals/acta/acta33.html#DeselR96,http://dx.doi.org/10.1007/s002360050046,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-01-11,journalsactaMerzenich79,Wolfgang Merzenich,,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,149-168,1979,11,Acta Inf.,,db/journals/acta/acta11.html#Merzenich79,http://dx.doi.org/10.1007/BF00264022,,,,,,,,,,,,journalsactaBozapalidisFR12
2014-03-10,journalsactaMandraliR14,Eleni Mandrali|George Rahonis,,On weighted first-order logics with discounting.,61-106,2014,51,Acta Inf.,2,db/journals/acta/acta51.html#MandraliR14,http://dx.doi.org/10.1007/s00236-013-0193-3,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-01-11,journalsactaJanssensR81,Dirk Janssens|Grzegorz Rozenberg,,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,63-85,1981,16,Acta Inf.,,db/journals/acta/acta16.html#JanssensR81,http://dx.doi.org/10.1007/BF00289591,,,,,,,,,,,,journalsactaBozapalidisFR12
2003-11-25,journalsactaMcIverM01,Annabelle McIver|Carroll Morgan,,Demonic| angelic and unbounded probabilistic choices in sequential programs.,329-354,2001,37,Acta Inf.,4/5,db/journals/acta/acta37.html#McIverM01,http://link.springer.de/link/service/journals/00236/bibs/1037004/10370329.htm,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaArun-KumarH92,S. Arun-Kumar|Matthew Hennessy,,An Efficiency Preorder for Processes.,737-760,1992,29,Acta Inf.,8,db/journals/acta/acta29.html#Arun-KumarH92,http://dx.doi.org/10.1007/BF01191894,,,,,,,,,,,,journalsactaSimon83
2003-11-25,journalsactaIntrigilaV00,Benedetto Intrigila|Stefano Varricchio,,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,817-835,2000,36,Acta Inf.,9/10,db/journals/acta/acta36.html#IntrigilaV00,http://link.springer.de/link/service/journals/00236/bibs/0036009/00360817.htm,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaBaeza-Yates89,Ricardo A. Baeza-Yates,,Modeling Splits in File Structures.,349-362,1989,26,Acta Inf.,4,db/journals/acta/acta26.html#Baeza-Yates89,http://dx.doi.org/10.1007/BF00276022,,,,,,,,,,,,journalsactaSimon83
2011-01-11,journalsactaFachiniMNP92,Emanuela Fachini|Angelo Monti|Margherita Napoli|Domenico Parente,,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,761-778,1992,29,Acta Inf.,8,db/journals/acta/acta29.html#FachiniMNP92,http://dx.doi.org/10.1007/BF01191895,,,,,,,,,,,,journalsactaHesselink13
2003-11-25,journalsactaPennaITZ03,Giuseppe Della Penna|Benedetto Intrigila|Enrico Tronci|Marisa Venturini Zilli,,Synchronized regular expressions.,31-70,2003,39,Acta Inf.,1,db/journals/acta/acta39.html#PennaITZ03,http://link.springer.de/link/service/journals/00236/bibs/3039001/30390031.htm,,,,,,,,,,,,journalsactaHesselink13
2010-01-04,journalsactaJanousekM09,Jan Janousek|Borivoj Melichar,,On regular tree languages and deterministic pushdown automata.,533-547,2009,46,Acta Inf.,7,db/journals/acta/acta46.html#JanousekM09,http://dx.doi.org/10.1007/s00236-009-0104-9,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaHennessyL95,Matthew Hennessy|Xinxin Liu,,A Modal Logic for Message Passing Processes.,375-393,1995,32,Acta Inf.,4,db/journals/acta/acta32.html#HennessyL95,http://dx.doi.org/10.1007/BF01178384,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-01-08,journalsactaOvermarsSBK89,Mark H. Overmars|Michiel H. M. Smid|Mark de Berg|Marc J. van Kreveld,,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,423-452,1990,27,Acta Inf.,5,db/journals/acta/acta27.html#OvermarsSBK89,http://dx.doi.org/10.1007/BF00289018,,,,,,,,,,,,journalsactaSimon83
2012-11-12,journalsactaBrand12,Michael Brand,,Does indirect addressing matter? - A note.,485-491,2012,49,Acta Inf.,7-8,db/journals/acta/acta49.html#Brand12,http://dx.doi.org/10.1007/s00236-012-0171-1,,,,,,,,,,,,journalsactaSaxena96
2003-11-25,journalsactaBackW99,Ralph-Johan Back|Joakim von Wright,,Reasoning Algebraically about Loops.,295-334,1999,36,Acta Inf.,4,db/journals/acta/acta36.html#BackW99,http://link.springer.de/link/service/journals/00236/bibs/9036004/90360295.htm,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaBrandwajn74,Alexandre Brandwajn,,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,11-47,1974,4,Acta Inf.,,db/journals/acta/acta4.html#Brandwajn74,http://dx.doi.org/10.1007/BF00288934,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaBadouelD95,Eric Badouel|Philippe Darondeau,,Trace Nets and Process Automata.,647-679,1995,32,Acta Inf.,7,db/journals/acta/acta32.html#BadouelD95,http://dx.doi.org/10.1007/BF01186645,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaGuibas74,Leonidas J. Guibas,,A Principle of Independence for Binary Tree Searching.,293-298,1974,4,Acta Inf.,,db/journals/acta/acta4.html#Guibas74,http://dx.doi.org/10.1007/BF00289612,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-01-11,journalsactaGuting84,ting,,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.,271-291,1984,21,Acta Inf.,,db/journals/acta/acta21.html#Guting84,http://dx.doi.org/10.1007/BF00264251,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaLeungC84,Clement H. C. Leung|Qui Hoon Choo,,The Paging Drum Queue: A Uniform Perspective and Further Results.,485-500,1984,21,Acta Inf.,,db/journals/acta/acta21.html#LeungC84,http://dx.doi.org/10.1007/BF00271643,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaHeilbrunnerH87,Stephan Heilbrunner|lldobler,,The Undecidability of the Unification and Matching Problem for Canonical Theories.,157-171,1987,24,Acta Inf.,2,db/journals/acta/acta24.html#HeilbrunnerH87,http://dx.doi.org/10.1007/BF00264362,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaWirth71,Niklaus Wirth,,The Programming Language Pascal.,35-63,1971,1,Acta Inf.,,db/journals/acta/acta1.html#Wirth71,http://dx.doi.org/10.1007/BF00264291,,,,,,,,,,,,journalsactaBlum82
2009-09-28,journalsactaBruckerW09,Achim D. Brucker|Burkhart Wolff,,Semantics| calculi| and analysis for object-oriented specifications.,255-284,2009,46,Acta Inf.,4,db/journals/acta/acta46.html#BruckerW09,http://dx.doi.org/10.1007/s00236-009-0093-8,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaWalter72,Walter,,Inhibitionsfelder.,253-269,1972,1,Acta Inf.,,db/journals/acta/acta1.html#Walter72,http://dx.doi.org/10.1007/BF00288689,,,,,,,,,,,,journalsactaHesselink13
2014-11-03,journalsactaKutribMW14,Martin Kutrib|Andreas Malcher|Matthias Wendlandt,,Head and state hierarchies for unary multi-head finite automata.,553-569,2014,51,Acta Inf.,8,db/journals/acta/acta51.html#KutribMW14,http://dx.doi.org/10.1007/s00236-014-0206-x,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaMescheder80,Bernhard Mescheder,,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.,383-408,1980,13,Acta Inf.,,db/journals/acta/acta13.html#Mescheder80,http://dx.doi.org/10.1007/BF00288772,,,,,,,,,,,,journalsactaBlum82
2005-11-14,journalsactaKuceraS05,n Kucera|Jan Strejcek,,The stuttering principle revisited.,415-434,2005,41,Acta Inf.,7-8,db/journals/acta/acta41.html#KuceraS05,http://dx.doi.org/10.1007/s00236-005-0164-4,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaMurtagh87,Thomas P. Murtagh,,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,145-156,1987,24,Acta Inf.,2,db/journals/acta/acta24.html#Murtagh87,http://dx.doi.org/10.1007/BF00264361,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaBuchsbaumST95,Adam L. Buchsbaum|Rajamani Sundar|Robert Endre Tarjan,,Lazy Structure Sharing for Query Optimization.,255-270,1995,32,Acta Inf.,3,db/journals/acta/acta32.html#BuchsbaumST95,http://dx.doi.org/10.1007/BF01178261,,,,,,,,,,,,journalsactaHonkala11
2007-06-13,journalsactaFu07,Yuxi Fu,,Fair ambients.,535-594,2007,43,Acta Inf.,8,db/journals/acta/acta43.html#Fu07,http://dx.doi.org/10.1007/s00236-007-0038-z,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaRamsperger77,Norbert Ramsperger,,Concurrent Access to Data.,325-334,1977,8,Acta Inf.,,db/journals/acta/acta8.html#Ramsperger77,http://dx.doi.org/10.1007/BF00271341,,,,,,,,,,,,journalsactaSimon83
2003-11-25,journalsactaLarsen02,Kim S. Larsen,,Relaxed red-black trees with group updates.,565-586,2002,38,Acta Inf.,8,db/journals/acta/acta38.html#Larsen02,http://link.springer.de/link/service/journals/00236/bibs/2038008/20380565.htm,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaNakataS86,Ikuo Nakata|Masataka Sassa,,Parsers for Regular Right Part Grammars.,149-162,1986,23,Acta Inf.,2,db/journals/acta/acta23.html#NakataS86,http://dx.doi.org/10.1007/BF00289495,,,,,,,,,,,,journalsactaBlum82
2011-08-10,journalsactaDoCDP11,Tien Van Do|Ram Chakka|Nam H. Do|Pap,,ber of servers and applications to the performance comparison of HSDPA user equipment.,243-269,2011,48,Acta Inf.,4,db/journals/acta/acta48.html#DoCDP11,http://dx.doi.org/10.1007/s00236-011-0138-7,,,,,,,,,,,,journalsactaSaxena96
2003-11-25,journalsactaYen98,Hsu-Chun Yen,,Priority Conflict-Free Petri Nets.,673-688,1998,35,Acta Inf.,8,db/journals/acta/acta35.html#Yen98,http://link.springer.de/link/service/journals/00236/bibs/8035008/80350673.htm,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaVaishnaviKW80,Vijay K. Vaishnavi|Hans-Peter Kriegel|Derick Wood,,Optimum Multiway Search Trees.,119-133,1980,14,Acta Inf.,,db/journals/acta/acta14.html#VaishnaviKW80,http://dx.doi.org/10.1007/BF00288540,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaBlumS84,Norbert Blum|Martin Seysen,,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,171-181,1984,21,Acta Inf.,,db/journals/acta/acta21.html#BlumS84,http://dx.doi.org/10.1007/BF00289238,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaVaidyanathanHV95,Ramachandran Vaidyanathan|Carlos R. P. Hartmann|Pramod K. Varshney,,Parallel Integer Sorting Using Small Operations.,79-92,1995,32,Acta Inf.,1,db/journals/acta/acta32.html#VaidyanathanHV95,http://dx.doi.org/10.1007/BF01185406,,,,,,,,,,,,journalsactaBozapalidisFR12
2003-11-25,journalsactaGasoN03,n Gaso|z,,Stochastic cooperative distributed grammar systems and random graphs.,119-140,2003,39,Acta Inf.,2,db/journals/acta/acta39.html#GasoN03,http://link.springer.de/link/service/journals/00236/bibs/3039002/30390119.htm,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaDudaC87,Andrzej Duda|rski,,Performance Evaluation of Fork and Join Synchronization Primitives.,525-553,1987,24,Acta Inf.,5,db/journals/acta/acta24.html#DudaC87,http://dx.doi.org/10.1007/BF00263293,,,,,,,,,,,,journalsactaBlum82
2011-02-16,journalsactaLiT11,Zheng-Zhu Li|Y. S. Tsai,,.,1-18,2011,48,Acta Inf.,1,db/journals/acta/acta48.html#LiT11,http://dx.doi.org/10.1007/s00236-010-0127-2,,,,,,,,,,,,journalsactaSimon83
2011-01-11,journalsactaCulikGS82,Karel Culik II|Jozef Gruska|Arto Salomaa,,Systolic Automata for VLSI on Balanced Trees.,335-344,1982,18,Acta Inf.,,db/journals/acta/acta18.html#CulikGS82,http://dx.doi.org/10.1007/BF00289573,,,,,,,,,,,,journalsactaBozapalidisFR12
2004-06-28,journalsactaEngelfrietG04,Joost Engelfriet|Tjalling Gelsema,,A new natural structural congruence in the pi-calculus with replication.,385-430,2004,40,Acta Inf.,6-7,db/journals/acta/acta40.html#EngelfrietG04,http://dx.doi.org/10.1007/s00236-004-0141-3,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaDenningKLPS76,Peter J. Denning|Kevin C. Kahn|Jacques Leroudier|Dominique Potier|Rajan Suri,,Optimal Multiprogramming.,197-216,1976,7,Acta Inf.,,db/journals/acta/acta7.html#DenningKLPS76,http://dx.doi.org/10.1007/BF00265771,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-01-11,journalsactaFachiniMS92,Emanuela Fachini|Andrea Maggiolo-Schettini|Davide Sangiorgi,,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,623-643,1992,29,Acta Inf.,6/7,db/journals/acta/acta29.html#FachiniMS92,http://dx.doi.org/10.1007/BF01185564,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaChoffrutC84,Christian Choffrut|Karel Culik II,,On Real-Time Cellular Automata and Trellis Automata.,393-407,1984,21,Acta Inf.,,db/journals/acta/acta21.html#ChoffrutC84,http://dx.doi.org/10.1007/BF00264617,,,,,,,,,,,,journalsactaBozapalidisFR12
2003-11-25,journalsactaSchenkeO99,Michael Schenke|diger Olderog,,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,1-65,1999,36,Acta Inf.,1,db/journals/acta/acta36.html#SchenkeO99,http://link.springer.de/link/service/journals/00236/bibs/9036001/90360001.htm,,,,,,,,,,,,journalsactaMilner96
2009-05-20,journalsactaCorradiniGR97,Flavio Corradini|rrieri|Marco Roccetti,,Performance Preorder and Competitive Equivalence.,805-835,1997,34,Acta Inf.,11,db/journals/acta/acta34.html#CorradiniGR97,http://link.springer.de/link/service/journals/00236/bibs/7034011/70340805.htm,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaNijholt80,Anton Nijholt,,A Survey of Normal Form Covers for Context Free Grammars.,271-294,1980,14,Acta Inf.,,db/journals/acta/acta14.html#Nijholt80,http://dx.doi.org/10.1007/BF00264257,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaLau89,Kung-Kiu Lau,,A Note on Synthesis and Classification of Sorting Algorithms.,73-80,1989,27,Acta Inf.,1,db/journals/acta/acta27.html#Lau89,http://dx.doi.org/10.1007/BF00263502,,,,,,,,,,,,journalsactaKhomenkoKKV06
